: physical|物質
積水 水 保留地 土|土地|地|陸|陸地
群山 山 書海 圖書|書|書冊|書卷|書本|書籍|籍
群山 岳 書海 圖書|書|書冊|書卷|書本|書籍|籍
群山 嶺 書海 圖書|書|書冊|書卷|書本|書籍|籍
群山 山 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
群山 岳 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
群山 嶺 萬卷書 圖書|書|書冊|書卷|書本|書籍|籍
群山 山 叢書 圖書|書|書冊|書卷|書本|書籍|籍
群山 岳 叢書 圖書|書|書冊|書卷|書本|書籍|籍
群山 嶺 叢書 圖書|書|書冊|書卷|書本|書籍|籍
群山 山 聯票 票據
群山 岳 聯票 票據
群山 嶺 聯票 票據
群山 山 高票 票|選票
群山 岳 高票 票|選票
群山 嶺 高票 票|選票
群山 山 垃圾堆 垃圾|廢棄物|廢物
群山 岳 垃圾堆 垃圾|廢棄物|廢物
群山 嶺 垃圾堆 垃圾|廢棄物|廢物
群山 山 人叢 人|人兒|人類
群山 岳 人叢 人|人兒|人類
群山 嶺 人叢 人|人兒|人類
群山 山 眾人 人|人兒|人類
群山 岳 眾人 人|人兒|人類
群山 嶺 眾人 人|人兒|人類
群山 山 群眾 人|人兒|人類
群山 岳 群眾 人|人兒|人類
群山 嶺 群眾 人|人兒|人類
群山 山 人海 人|人兒|人類
群山 岳 人海 人|人兒|人類
群山 嶺 人海 人|人兒|人類
群山 山 人堆 人|人兒|人類
群山 岳 人堆 人|人兒|人類
群山 嶺 人堆 人|人兒|人類
群山 山 人群 人|人兒|人類
群山 岳 人群 人|人兒|人類
群山 嶺 人群 人|人兒|人類
群山 山 人潮 人|人兒|人類
群山 岳 人潮 人|人兒|人類
群山 嶺 人潮 人|人兒|人類
群山 山 綠林 樹|樹木
群山 岳 綠林 樹|樹木
群山 嶺 綠林 樹|樹木
群山 山 樹林 樹|樹木
群山 岳 樹林 樹|樹木
群山 嶺 樹林 樹|樹木
群山 山 樹叢 樹|樹木
群山 岳 樹叢 樹|樹木
群山 嶺 樹叢 樹|樹木
群山 山 叢林 樹|樹木
群山 岳 叢林 樹|樹木
群山 嶺 叢林 樹|樹木
群山 山 林子 樹|樹木
群山 岳 林子 樹|樹木
群山 嶺 林子 樹|樹木
群山 山 林木 樹|樹木
群山 岳 林木 樹|樹木
群山 嶺 林木 樹|樹木
群山 山 森林 樹|樹木
群山 岳 森林 樹|樹木
群山 嶺 森林 樹|樹木
群山 山 列島 島|島嶼
群山 岳 列島 島|島嶼
群山 嶺 列島 島|島嶼
群山 山 群島 島|島嶼
群山 岳 群島 島|島嶼
群山 嶺 群島 島|島嶼
山腳 山 海床 大海|汪洋大海|洋|海|海洋
山腳 岳 海床 大海|汪洋大海|洋|海|海洋
山腳 嶺 海床 大海|汪洋大海|洋|海|海洋
山腳 山 鞋底 鞋|鞋子
山腳 岳 鞋底 鞋|鞋子
山腳 嶺 鞋底 鞋|鞋子
山腳 山 鞋跟 鞋|鞋子
山腳 岳 鞋跟 鞋|鞋子
山腳 嶺 鞋跟 鞋|鞋子
山腳 山 跟 鞋|鞋子
山腳 岳 跟 鞋|鞋子
山腳 嶺 跟 鞋|鞋子
山腳 山 底座 成品|物品|製品
山腳 岳 底座 成品|物品|製品
山腳 嶺 底座 成品|物品|製品
山腳 山 底盤 成品|物品|製品
山腳 岳 底盤 成品|物品|製品
山腳 嶺 底盤 成品|物品|製品
山腳 山 座 成品|物品|製品
山腳 岳 座 成品|物品|製品
山腳 嶺 座 成品|物品|製品
山腳 山 窗台 窗|窗子|窗戶
山腳 岳 窗台 窗|窗子|窗戶
山腳 嶺 窗台 窗|窗子|窗戶
山腳 山 窗臺 窗|窗子|窗戶
山腳 岳 窗臺 窗|窗子|窗戶
山腳 嶺 窗臺 窗|窗子|窗戶
山腳 山 地基 建物|建築|建築物
山腳 岳 地基 建物|建築|建築物
山腳 嶺 地基 建物|建築|建築物
山腳 山 橋墩 橋|橋樑
山腳 岳 橋墩 橋|橋樑
山腳 嶺 橋墩 橋|橋樑
山腳 山 路基 路|道|道路|馬路
山腳 岳 路基 路|道|道路|馬路
山腳 嶺 路基 路|道|道路|馬路
山腳 山 牆腳 壁|牆|牆垣|牆壁
山腳 岳 牆腳 壁|牆|牆垣|牆壁
山腳 嶺 牆腳 壁|牆|牆垣|牆壁
山腳 山 燈座 燈|燈具|燈飾|電燈
山腳 岳 燈座 燈|燈具|燈飾|電燈
山腳 嶺 燈座 燈|燈具|燈飾|電燈
山腳 山 腳底 腳|足|足部
山腳 岳 腳底 腳|足|足部
山腳 嶺 腳底 腳|足|足部
山腳 山 腳板 腳|足|足部
山腳 岳 腳板 腳|足|足部
山腳 嶺 腳板 腳|足|足部
山腳 山 腳掌 腳|足|足部
山腳 岳 腳掌 腳|足|足部
山腳 嶺 腳掌 腳|足|足部
山麓 山 海床 大海|汪洋大海|洋|海|海洋
山麓 岳 海床 大海|汪洋大海|洋|海|海洋
山麓 嶺 海床 大海|汪洋大海|洋|海|海洋
山麓 山 鞋底 鞋|鞋子
山麓 岳 鞋底 鞋|鞋子
山麓 嶺 鞋底 鞋|鞋子
山麓 山 鞋跟 鞋|鞋子
山麓 岳 鞋跟 鞋|鞋子
山麓 嶺 鞋跟 鞋|鞋子
山麓 山 跟 鞋|鞋子
山麓 岳 跟 鞋|鞋子
山麓 嶺 跟 鞋|鞋子
山麓 山 底座 成品|物品|製品
山麓 岳 底座 成品|物品|製品
山麓 嶺 底座 成品|物品|製品
山麓 山 底盤 成品|物品|製品
山麓 岳 底盤 成品|物品|製品
山麓 嶺 底盤 成品|物品|製品
山麓 山 座 成品|物品|製品
山麓 岳 座 成品|物品|製品
山麓 嶺 座 成品|物品|製品
山麓 山 窗台 窗|窗子|窗戶
山麓 岳 窗台 窗|窗子|窗戶
山麓 嶺 窗台 窗|窗子|窗戶
山麓 山 窗臺 窗|窗子|窗戶
山麓 岳 窗臺 窗|窗子|窗戶
山麓 嶺 窗臺 窗|窗子|窗戶
山麓 山 地基 建物|建築|建築物
山麓 岳 地基 建物|建築|建築物
山麓 嶺 地基 建物|建築|建築物
山麓 山 橋墩 橋|橋樑
山麓 岳 橋墩 橋|橋樑
山麓 嶺 橋墩 橋|橋樑
山麓 山 路基 路|道|道路|馬路
山麓 岳 路基 路|道|道路|馬路
山麓 嶺 路基 路|道|道路|馬路
山麓 山 牆腳 壁|牆|牆垣|牆壁
山麓 岳 牆腳 壁|牆|牆垣|牆壁
山麓 嶺 牆腳 壁|牆|牆垣|牆壁
山麓 山 燈座 燈|燈具|燈飾|電燈
山麓 岳 燈座 燈|燈具|燈飾|電燈
山麓 嶺 燈座 燈|燈具|燈飾|電燈
山麓 山 腳底 腳|足|足部
山麓 岳 腳底 腳|足|足部
山麓 嶺 腳底 腳|足|足部
山麓 山 腳板 腳|足|足部
山麓 岳 腳板 腳|足|足部
山麓 嶺 腳板 腳|足|足部
山麓 山 腳掌 腳|足|足部
山麓 岳 腳掌 腳|足|足部
山麓 嶺 腳掌 腳|足|足部
土堆 山 細流 溪
土堆 岳 細流 溪
土堆 嶺 細流 溪
土堆 山 小溪 溪
土堆 岳 小溪 溪
土堆 嶺 小溪 溪
土堆 山 溪河 川|江|江河|河|河川|河流
土堆 岳 溪河 川|江|江河|河|河川|河流
土堆 嶺 溪河 川|江|江河|河|河川|河流
土堆 山 溪流 川|江|江河|河|河川|河流
土堆 岳 溪流 川|江|江河|河|河川|河流
土堆 嶺 溪流 川|江|江河|河|河川|河流
土堆 山 斗室 廂房|房|房間|部屋
土堆 岳 斗室 廂房|房|房間|部屋
土堆 嶺 斗室 廂房|房|房間|部屋
土堆 山 小屋 屋子|屋舍|房|房子|房屋|房舍
土堆 岳 小屋 屋子|屋舍|房|房子|房屋|房舍
土堆 嶺 小屋 屋子|屋舍|房|房子|房屋|房舍
土堆 山 寮 屋子|屋舍|房|房子|房屋|房舍
土堆 岳 寮 屋子|屋舍|房|房子|房屋|房舍
土堆 嶺 寮 屋子|屋舍|房|房子|房屋|房舍
土堆 山 蓄水池 壩|水壩|水庫
土堆 岳 蓄水池 壩|水壩|水庫
土堆 嶺 蓄水池 壩|水壩|水庫
土堆 山 診所 病院|醫院
土堆 岳 診所 病院|醫院
土堆 嶺 診所 病院|醫院
土堆 山 診療所 病院|醫院
土堆 岳 診療所 病院|醫院
土堆 嶺 診療所 病院|醫院
土堆 山 衛生所 病院|醫院
土堆 岳 衛生所 病院|醫院
土堆 嶺 衛生所 病院|醫院
土堆 山 小鋪 商家|商店|店|店舖|門市
土堆 岳 小鋪 商家|商店|店|店舖|門市
土堆 嶺 小鋪 商家|商店|店|店舖|門市
土堆 山 茶几 案|桌|桌子|檯|檯子
土堆 岳 茶几 案|桌|桌子|檯|檯子
土堆 嶺 茶几 案|桌|桌子|檯|檯子
土堆 山 茶桌 案|桌|桌子|檯|檯子
土堆 岳 茶桌 案|桌|桌子|檯|檯子
土堆 嶺 茶桌 案|桌|桌子|檯|檯子
土堆 山 匣 箱子
土堆 岳 匣 箱子
土堆 嶺 匣 箱子
土堆 山 碟子 盤子|碟
土堆 岳 碟子 盤子|碟
土堆 嶺 碟子 盤子|碟
土堆 山 鈴鐺 鈴
土堆 岳 鈴鐺 鈴
土堆 嶺 鈴鐺 鈴
土堆 山 小冊子 圖書|書|書冊|書卷|書本|書籍|籍
土堆 岳 小冊子 圖書|書|書冊|書卷|書本|書籍|籍
土堆 嶺 小冊子 圖書|書|書冊|書卷|書本|書籍|籍
土堆 山 溪 川|江|江河|河|河川|河流
土堆 岳 溪 川|江|江河|河|河川|河流
土堆 嶺 溪 川|江|江河|河|河川|河流
土堆 山 紙片 紙|紙張
土堆 岳 紙片 紙|紙張
土堆 嶺 紙片 紙|紙張
土堆 山 紙條 紙|紙張
土堆 岳 紙條 紙|紙張
土堆 嶺 紙條 紙|紙張
土堆 山 紙頭 紙|紙張
土堆 岳 紙頭 紙|紙張
土堆 嶺 紙頭 紙|紙張
山丘 山 細流 溪
山丘 岳 細流 溪
山丘 嶺 細流 溪
山丘 山 小溪 溪
山丘 岳 小溪 溪
山丘 嶺 小溪 溪
山丘 山 溪河 川|江|江河|河|河川|河流
山丘 岳 溪河 川|江|江河|河|河川|河流
山丘 嶺 溪河 川|江|江河|河|河川|河流
山丘 山 溪流 川|江|江河|河|河川|河流
山丘 岳 溪流 川|江|江河|河|河川|河流
山丘 嶺 溪流 川|江|江河|河|河川|河流
山丘 山 斗室 廂房|房|房間|部屋
山丘 岳 斗室 廂房|房|房間|部屋
山丘 嶺 斗室 廂房|房|房間|部屋
山丘 山 小屋 屋子|屋舍|房|房子|房屋|房舍
山丘 岳 小屋 屋子|屋舍|房|房子|房屋|房舍
山丘 嶺 小屋 屋子|屋舍|房|房子|房屋|房舍
山丘 山 寮 屋子|屋舍|房|房子|房屋|房舍
山丘 岳 寮 屋子|屋舍|房|房子|房屋|房舍
山丘 嶺 寮 屋子|屋舍|房|房子|房屋|房舍
山丘 山 蓄水池 壩|水壩|水庫
山丘 岳 蓄水池 壩|水壩|水庫
山丘 嶺 蓄水池 壩|水壩|水庫
山丘 山 診所 病院|醫院
山丘 岳 診所 病院|醫院
山丘 嶺 診所 病院|醫院
山丘 山 診療所 病院|醫院
山丘 岳 診療所 病院|醫院
山丘 嶺 診療所 病院|醫院
山丘 山 衛生所 病院|醫院
山丘 岳 衛生所 病院|醫院
山丘 嶺 衛生所 病院|醫院
山丘 山 小鋪 商家|商店|店|店舖|門市
山丘 岳 小鋪 商家|商店|店|店舖|門市
山丘 嶺 小鋪 商家|商店|店|店舖|門市
山丘 山 茶几 案|桌|桌子|檯|檯子
山丘 岳 茶几 案|桌|桌子|檯|檯子
山丘 嶺 茶几 案|桌|桌子|檯|檯子
山丘 山 茶桌 案|桌|桌子|檯|檯子
山丘 岳 茶桌 案|桌|桌子|檯|檯子
山丘 嶺 茶桌 案|桌|桌子|檯|檯子
山丘 山 匣 箱子
山丘 岳 匣 箱子
山丘 嶺 匣 箱子
山丘 山 碟子 盤子|碟
山丘 岳 碟子 盤子|碟
山丘 嶺 碟子 盤子|碟
山丘 山 鈴鐺 鈴
山丘 岳 鈴鐺 鈴
山丘 嶺 鈴鐺 鈴
山丘 山 小冊子 圖書|書|書冊|書卷|書本|書籍|籍
山丘 岳 小冊子 圖書|書|書冊|書卷|書本|書籍|籍
山丘 嶺 小冊子 圖書|書|書冊|書卷|書本|書籍|籍
山丘 山 溪 川|江|江河|河|河川|河流
山丘 岳 溪 川|江|江河|河|河川|河流
山丘 嶺 溪 川|江|江河|河|河川|河流
山丘 山 紙片 紙|紙張
山丘 岳 紙片 紙|紙張
山丘 嶺 紙片 紙|紙張
山丘 山 紙條 紙|紙張
山丘 岳 紙條 紙|紙張
山丘 嶺 紙條 紙|紙張
山丘 山 紙頭 紙|紙張
山丘 岳 紙頭 紙|紙張
山丘 嶺 紙頭 紙|紙張
主峰 山峰 本島 島|島嶼
主峰 山巔 本島 島|島嶼
主峰 山頭 本島 島|島嶼
主峰 頂峰 本島 島|島嶼
主峰 山峰 大菜 滷菜|菜|菜餚
主峰 山巔 大菜 滷菜|菜|菜餚
主峰 山頭 大菜 滷菜|菜|菜餚
主峰 頂峰 大菜 滷菜|菜|菜餚
主峰 山峰 主菜 滷菜|菜|菜餚
主峰 山巔 主菜 滷菜|菜|菜餚
主峰 山頭 主菜 滷菜|菜|菜餚
主峰 頂峰 主菜 滷菜|菜|菜餚
主峰 山峰 代表作 作品|創作
主峰 山巔 代表作 作品|創作
主峰 山頭 代表作 作品|創作
主峰 頂峰 代表作 作品|創作
主峰 山峰 大門 門|門兒
主峰 山巔 大門 門|門兒
主峰 山頭 大門 門|門兒
主峰 頂峰 大門 門|門兒
主峰 山峰 中心線 公路
主峰 山巔 中心線 公路
主峰 山頭 中心線 公路
主峰 頂峰 中心線 公路
主峰 山峰 幹道 公路
主峰 山巔 幹道 公路
主峰 山頭 幹道 公路
主峰 頂峰 幹道 公路
主峰 山峰 幹線 公路
主峰 山巔 幹線 公路
主峰 山頭 幹線 公路
主峰 頂峰 幹線 公路
主峰 山峰 主線 路|道|道路|馬路
主峰 山巔 主線 路|道|道路|馬路
主峰 山頭 主線 路|道|道路|馬路
主峰 頂峰 主線 路|道|道路|馬路
主峰 山峰 總廠 工場|工廠|廠|廠房|製造廠
主峰 山巔 總廠 工場|工廠|廠|廠房|製造廠
主峰 山頭 總廠 工場|工廠|廠|廠房|製造廠
主峰 頂峰 總廠 工場|工廠|廠|廠房|製造廠
主峰 山峰 總店 商家|商店|店|店舖|門市
主峰 山巔 總店 商家|商店|店|店舖|門市
主峰 山頭 總店 商家|商店|店|店舖|門市
主峰 頂峰 總店 商家|商店|店|店舖|門市
主峰 山峰 總機 話機|電話|電話機
主峰 山巔 總機 話機|電話|電話機
主峰 山頭 總機 話機|電話|電話機
主峰 頂峰 總機 話機|電話|電話機
主峰 山峰 主食 食品
主峰 山巔 主食 食品
主峰 山頭 主食 食品
主峰 頂峰 主食 食品
主峰 山峰 大街 路|道|道路|馬路
主峰 山巔 大街 路|道|道路|馬路
主峰 山頭 大街 路|道|道路|馬路
主峰 頂峰 大街 路|道|道路|馬路
主峰 山峰 大道 路|道|道路|馬路
主峰 山巔 大道 路|道|道路|馬路
主峰 山頭 大道 路|道|道路|馬路
主峰 頂峰 大道 路|道|道路|馬路
主峰 山峰 孔道 路|道|道路|馬路
主峰 山巔 孔道 路|道|道路|馬路
主峰 山頭 孔道 路|道|道路|馬路
主峰 頂峰 孔道 路|道|道路|馬路
主峰 山峰 要道 路|道|道路|馬路
主峰 山巔 要道 路|道|道路|馬路
主峰 山頭 要道 路|道|道路|馬路
主峰 頂峰 要道 路|道|道路|馬路
沙丘 丘 沙岸 岸|岸邊|沿岸|畔
沙丘 丘陵 沙岸 岸|岸邊|沿岸|畔
沙丘 丘陵地 沙岸 岸|岸邊|沿岸|畔
沙丘 丘 沙坑 低地
沙丘 丘陵 沙坑 低地
沙丘 丘陵地 沙坑 低地
山頂 山 天頂 天|天空|穹蒼|空|空中|蒼穹
山頂 岳 天頂 天|天空|穹蒼|空|空中|蒼穹
山頂 嶺 天頂 天|天空|穹蒼|空|空中|蒼穹
山頂 山 浪頭 水波|波浪|波濤|波瀾|浪|浪潮|浪濤|浪花
山頂 岳 浪頭 水波|波浪|波濤|波瀾|浪|浪潮|浪濤|浪花
山頂 嶺 浪頭 水波|波浪|波濤|波瀾|浪|浪潮|浪濤|浪花
山頂 山 樓頂 屋子|屋舍|房|房子|房屋|房舍
山頂 岳 樓頂 屋子|屋舍|房|房子|房屋|房舍
山頂 嶺 樓頂 屋子|屋舍|房|房子|房屋|房舍
山頂 山 柱頭 支柱|柱|柱子
山頂 岳 柱頭 支柱|柱|柱子
山頂 嶺 柱頭 支柱|柱|柱子
山頂 山 車頂 車|車子
山頂 岳 車頂 車|車子
山頂 嶺 車頂 車|車子
山頂 山 船頭 船|船隻
山頂 岳 船頭 船|船隻
山頂 嶺 船頭 船|船隻
山頂 山 筆尖 筆
山頂 岳 筆尖 筆
山頂 嶺 筆尖 筆
山頂 山 筆鋒 筆
山頂 岳 筆鋒 筆
山頂 嶺 筆鋒 筆
山頂 山 彈頭 子彈|槍彈
山頂 岳 彈頭 子彈|槍彈
山頂 嶺 彈頭 子彈|槍彈
山頂 山 箭頭 箭|箭矢
山頂 岳 箭頭 箭|箭矢
山頂 嶺 箭頭 箭|箭矢
山頂 山 頭頂 頭|頭部|頭顱|顱
山頂 岳 頭頂 頭|頭部|頭顱|顱
山頂 嶺 頭頂 頭|頭部|頭顱|顱
山洞 山 槍口 手槍|槍|槍枝|鎗
山洞 岳 槍口 手槍|槍|槍枝|鎗
山洞 嶺 槍口 手槍|槍|槍枝|鎗
山洞 山 肚臍 肚|肚子|腹|腹部
山洞 岳 肚臍 肚|肚子|腹|腹部
山洞 嶺 肚臍 肚|肚子|腹|腹部
山洞 山 肚臍眼 肚|肚子|腹|腹部
山洞 岳 肚臍眼 肚|肚子|腹|腹部
山洞 嶺 肚臍眼 肚|肚子|腹|腹部
山洞 山 地洞 土|土地|地|陸|陸地
山洞 岳 地洞 土|土地|地|陸|陸地
山洞 嶺 地洞 土|土地|地|陸|陸地
山洞 山 洞穴 土|土地|地|陸|陸地
山洞 岳 洞穴 土|土地|地|陸|陸地
山洞 嶺 洞穴 土|土地|地|陸|陸地
山洞 山 窟 土|土地|地|陸|陸地
山洞 岳 窟 土|土地|地|陸|陸地
山洞 嶺 窟 土|土地|地|陸|陸地
巖穴 山 槍口 手槍|槍|槍枝|鎗
巖穴 岳 槍口 手槍|槍|槍枝|鎗
巖穴 嶺 槍口 手槍|槍|槍枝|鎗
巖穴 山 肚臍 肚|肚子|腹|腹部
巖穴 岳 肚臍 肚|肚子|腹|腹部
巖穴 嶺 肚臍 肚|肚子|腹|腹部
巖穴 山 肚臍眼 肚|肚子|腹|腹部
巖穴 岳 肚臍眼 肚|肚子|腹|腹部
巖穴 嶺 肚臍眼 肚|肚子|腹|腹部
巖穴 山 地洞 土|土地|地|陸|陸地
巖穴 岳 地洞 土|土地|地|陸|陸地
巖穴 嶺 地洞 土|土地|地|陸|陸地
巖穴 山 洞穴 土|土地|地|陸|陸地
巖穴 岳 洞穴 土|土地|地|陸|陸地
巖穴 嶺 洞穴 土|土地|地|陸|陸地
巖穴 山 窟 土|土地|地|陸|陸地
巖穴 岳 窟 土|土地|地|陸|陸地
巖穴 嶺 窟 土|土地|地|陸|陸地
山嶽 山 高空 天|天空|穹蒼|空|空中|蒼穹
山嶽 岳 高空 天|天空|穹蒼|空|空中|蒼穹
山嶽 嶺 高空 天|天空|穹蒼|空|空中|蒼穹
山嶽 山 高潮 潮|潮水
山嶽 岳 高潮 潮|潮水
山嶽 嶺 高潮 潮|潮水
山嶽 山 高帽 帽|帽子
山嶽 岳 高帽 帽|帽子
山嶽 嶺 高帽 帽|帽子
山嶽 山 高帽子 帽|帽子
山嶽 岳 高帽子 帽|帽子
山嶽 嶺 高帽子 帽|帽子
山嶽 山 大個子 人|人兒|人類
山嶽 岳 大個子 人|人兒|人類
山嶽 嶺 大個子 人|人兒|人類
山嶽 山 巨人 人|人兒|人類
山嶽 岳 巨人 人|人兒|人類
山嶽 嶺 巨人 人|人兒|人類
山嶽 山 長人 人|人兒|人類
山嶽 岳 長人 人|人兒|人類
山嶽 嶺 長人 人|人兒|人類
山嶽 山 高個子 人|人兒|人類
山嶽 岳 高個子 人|人兒|人類
山嶽 嶺 高個子 人|人兒|人類
高山 山 高空 天|天空|穹蒼|空|空中|蒼穹
高山 岳 高空 天|天空|穹蒼|空|空中|蒼穹
高山 嶺 高空 天|天空|穹蒼|空|空中|蒼穹
高山 山 高潮 潮|潮水
高山 岳 高潮 潮|潮水
高山 嶺 高潮 潮|潮水
高山 山 高帽 帽|帽子
高山 岳 高帽 帽|帽子
高山 嶺 高帽 帽|帽子
高山 山 高帽子 帽|帽子
高山 岳 高帽子 帽|帽子
高山 嶺 高帽子 帽|帽子
高山 山 頂樓 樓|樓層
高山 岳 頂樓 樓|樓層
高山 嶺 頂樓 樓|樓層
高山 山 高層 樓|樓層
高山 岳 高層 樓|樓層
高山 嶺 高層 樓|樓層
高山 山 大個子 人|人兒|人類
高山 岳 大個子 人|人兒|人類
高山 嶺 大個子 人|人兒|人類
高山 山 巨人 人|人兒|人類
高山 岳 巨人 人|人兒|人類
高山 嶺 巨人 人|人兒|人類
高山 山 長人 人|人兒|人類
高山 岳 長人 人|人兒|人類
高山 嶺 長人 人|人兒|人類
高山 山 高個子 人|人兒|人類
高山 岳 高個子 人|人兒|人類
高山 嶺 高個子 人|人兒|人類
山腰 山 中流 川|江|江河|河|河川|河流
山腰 岳 中流 川|江|江河|河|河川|河流
山腰 嶺 中流 川|江|江河|河|河川|河流
山腰 山 中游 川|江|江河|河|河川|河流
山腰 岳 中游 川|江|江河|河|河川|河流
山腰 嶺 中游 川|江|江河|河|河川|河流
山腰 山 腰 肉身|身子|身軀|身體|軀體|體
山腰 岳 腰 肉身|身子|身軀|身體|軀體|體
山腰 嶺 腰 肉身|身子|身軀|身體|軀體|體
山腰 山 腰部 肉身|身子|身軀|身體|軀體|體
山腰 岳 腰部 肉身|身子|身軀|身體|軀體|體
山腰 嶺 腰部 肉身|身子|身軀|身體|軀體|體
山腰 山 腰際 肉身|身子|身軀|身體|軀體|體
山腰 岳 腰際 肉身|身子|身軀|身體|軀體|體
山腰 嶺 腰際 肉身|身子|身軀|身體|軀體|體
半山腰 山 中流 川|江|江河|河|河川|河流
半山腰 岳 中流 川|江|江河|河|河川|河流
半山腰 嶺 中流 川|江|江河|河|河川|河流
半山腰 山 中游 川|江|江河|河|河川|河流
半山腰 岳 中游 川|江|江河|河|河川|河流
半山腰 嶺 中游 川|江|江河|河|河川|河流
半山腰 山 腰 肉身|身子|身軀|身體|軀體|體
半山腰 岳 腰 肉身|身子|身軀|身體|軀體|體
半山腰 嶺 腰 肉身|身子|身軀|身體|軀體|體
半山腰 山 腰部 肉身|身子|身軀|身體|軀體|體
半山腰 岳 腰部 肉身|身子|身軀|身體|軀體|體
半山腰 嶺 腰部 肉身|身子|身軀|身體|軀體|體
半山腰 山 腰際 肉身|身子|身軀|身體|軀體|體
半山腰 岳 腰際 肉身|身子|身軀|身體|軀體|體
半山腰 嶺 腰際 肉身|身子|身軀|身體|軀體|體
玉米田 玉米 桑田 桑|桑樹
玉米田 玉米 花田 花|花兒|花卉|花朵|華
玉米田 玉米 麥田 小麥|麥|麥子
玉米田 玉米 稻田 稻|稻子|稻米|米
玉米田 玉米 瓜田 瓜
桑田 桑 花田 花|花兒|花卉|花朵|華
桑田 桑樹 花田 花|花兒|花卉|花朵|華
桑田 桑 麥田 小麥|麥|麥子
桑田 桑樹 麥田 小麥|麥|麥子
桑田 桑 稻田 稻|稻子|稻米|米
桑田 桑樹 稻田 稻|稻子|稻米|米
桑田 桑 瓜田 瓜
桑田 桑樹 瓜田 瓜
花田 花 麥田 小麥|麥|麥子
花田 花兒 麥田 小麥|麥|麥子
花田 花卉 麥田 小麥|麥|麥子
花田 花朵 麥田 小麥|麥|麥子
花田 華 麥田 小麥|麥|麥子
花田 花 稻田 稻|稻子|稻米|米
花田 花兒 稻田 稻|稻子|稻米|米
花田 花卉 稻田 稻|稻子|稻米|米
花田 花朵 稻田 稻|稻子|稻米|米
花田 華 稻田 稻|稻子|稻米|米
花田 花 瓜田 瓜
花田 花兒 瓜田 瓜
花田 花卉 瓜田 瓜
花田 花朵 瓜田 瓜
花田 華 瓜田 瓜
花田 田 花圃 園子|果園
花田 田地 花圃 園子|果園
花田 農田 花圃 園子|果園
花田 田 花壇 園子|果園
花田 田地 花壇 園子|果園
花田 農田 花壇 園子|果園
麥田 小麥 稻田 稻|稻子|稻米|米
麥田 麥 稻田 稻|稻子|稻米|米
麥田 麥子 稻田 稻|稻子|稻米|米
麥田 小麥 瓜田 瓜
麥田 麥 瓜田 瓜
麥田 麥子 瓜田 瓜
官田 田 公物 成品|物品|製品
官田 田地 公物 成品|物品|製品
官田 農田 公物 成品|物品|製品
官田 田 公產 成品|物品|製品
官田 田地 公產 成品|物品|製品
官田 農田 公產 成品|物品|製品
官田 田 官房 宿舍
官田 田地 官房 宿舍
官田 農田 官房 宿舍
官田 田 官窯 燒窯|窯
官田 田地 官窯 燒窯|窯
官田 農田 官窯 燒窯|窯
官田 田 鈐印 印|印石|印章|印鑑|圖章
官田 田地 鈐印 印|印石|印章|印鑑|圖章
官田 農田 鈐印 印|印石|印章|印鑑|圖章
官田 田 官股 有價證券|股票|証券|證券
官田 田地 官股 有價證券|股票|証券|證券
官田 農田 官股 有價證券|股票|証券|證券
稻田 稻 瓜田 瓜
稻田 稻子 瓜田 瓜
稻田 稻米 瓜田 瓜
稻田 米 瓜田 瓜
良田 田 沃土 土|土地|地|陸|陸地
良田 田地 沃土 土|土地|地|陸|陸地
良田 農田 沃土 土|土地|地|陸|陸地
瓜田 田 瓜棚 棚子|草棚
瓜田 田地 瓜棚 棚子|草棚
瓜田 農田 瓜棚 棚子|草棚
西海岸 沿海 西岸 岸|岸邊|沿岸|畔
西海岸 海岸 西岸 岸|岸邊|沿岸|畔
西海岸 海岸線 西岸 岸|岸邊|沿岸|畔
西海岸 海濱 西岸 岸|岸邊|沿岸|畔
南岸 沿海 南門 門|門兒
南岸 海岸 南門 門|門兒
南岸 海岸線 南門 門|門兒
南岸 海濱 南門 門|門兒
北海岸 沿海 北岸 岸|岸邊|沿岸|畔
北海岸 海岸 北岸 岸|岸邊|沿岸|畔
北海岸 海岸線 北岸 岸|岸邊|沿岸|畔
北海岸 海濱 北岸 岸|岸邊|沿岸|畔
北海岸 沿海 北門 門|門兒
北海岸 海岸 北門 門|門兒
北海岸 海岸線 北門 門|門兒
北海岸 海濱 北門 門|門兒
東岸 沿海 東門 門|門兒
東岸 海岸 東門 門|門兒
東岸 海岸線 東門 門|門兒
東岸 海濱 東門 門|門兒
東海岸 沿海 東門 門|門兒
東海岸 海岸 東門 門|門兒
東海岸 海岸線 東門 門|門兒
東海岸 海濱 東門 門|門兒
北岸 岸 北門 門|門兒
北岸 岸邊 北門 門|門兒
北岸 沿岸 北門 門|門兒
北岸 畔 北門 門|門兒
彼岸 岸 本報 報|報章|報紙
彼岸 岸邊 本報 報|報章|報紙
彼岸 沿岸 本報 報|報章|報紙
彼岸 畔 本報 報|報章|報紙
沙岸 岸 沙坑 低地
沙岸 岸邊 沙坑 低地
沙岸 沿岸 沙坑 低地
沙岸 畔 沙坑 低地
海島 島 海流 水流
海島 島嶼 海流 水流
海島 島 海堤 堤|堤岸|堤防
海島 島嶼 海堤 堤|堤岸|堤防
海島 島 海路 水路|水道
